Time (ms),AVG
15.275,-0.026002503
15.2875,-0.025632996
15.3,-0.02552052
15.3125,-0.025327134
15.325,-0.02533815
15.3375,-0.025315797
15.35,-0.025317536
15.3625,-0.025263038
15.375,-0.025439288
15.3875,-0.025306069
15.4,-0.025708044
15.4125,-0.025652386
15.425,-0.02592636
15.4375,-0.025497265
15.45,-0.025489921
15.4625,-0.025314637
15.475,-0.025510213
15.4875,-0.02535928
15.5,-0.025611544
15.5125,-0.025379572
15.525,-0.025489342
15.5375,-0.025434457
15.55,-0.025581912
15.5625,-0.025427435
15.575,-0.025472528
15.5875,-0.025556531
15.6,-0.025715194
15.6125,-0.025849766
15.625,-0.025848864
15.6375,-0.02591966
15.65,-0.02598846
15.6625,-0.026009203
15.675,-0.025887258
15.6875,-0.025845192
15.7,-0.025684982
15.7125,-0.025730011
15.725,-0.025287452
15.7375,-0.025408753
15.75,-0.025226448
15.7625,-0.025530119
15.775,-0.02542183
15.7875,-0.025551119
15.8,-0.025500937
15.8125,-0.025689427
15.825,-0.025488891
15.8375,-0.025570509
15.85,-0.025445601
15.8625,-0.025538493
15.875,-0.025291768
15.8875,-0.025528766
15.9,-0.025560267
15.9125,-0.025802547
15.925,-0.025887837
15.9375,-0.02626733
15.95,-0.026452019
15.9625,-0.02686269
15.975,-0.027083132
15.9875,-0.027484784
16,-0.027543405
16.0125,-0.027744586
16.025,-0.027929919
16.0375,-0.027941257
16.05,-0.028054377
16.0625,-0.027929082
16.075,-0.028084203
16.0875,-0.028283902
16.1,-0.028377438
16.1125,-0.028482054
16.125,-0.028574431
16.1375,-0.028457189
16.15,-0.028437283
16.1625,-0.02837338
16.175,-0.028535071
16.1875,-0.028356437
16.2,-0.02839
16.2125,-0.02798358
16.225,-0.027812934
16.2375,-0.027236256
16.25,-0.027229814
16.2625,-0.026779138
16.275,-0.026685989
16.2875,-0.026415236
16.3,-0.026537954
16.3125,-0.026325178
16.325,-0.026327561
16.3375,-0.026027627
16.35,-0.026008108
16.3625,-0.025819811
16.375,-0.025807507
16.3875,-0.025670745
16.4,-0.025622109
16.4125,-0.025564003
16.425,-0.02538305
16.4375,-0.025205254
16.45,-0.025212275
16.4625,-0.025217493
16.475,-0.025155393
16.4875,-0.025116613
16.5,-0.025202935
16.5125,-0.025359924
16.525,-0.025326233
16.5375,-0.025561813
16.55,-0.025523934
16.5625,-0.025659859
16.575,-0.025343368
16.5875,-0.025528122
16.6,-0.025334285
16.6125,-0.025468599
16.625,-0.025158679
16.6375,-0.025334607
16.65,-0.025204996
16.6625,-0.025353611
16.675,-0.025177038
16.6875,-0.025401667
16.7,-0.025217171
16.7125,-0.025333834
16.725,-0.025028552
16.7375,-0.025118353
16.75,-0.024892177
16.7625,-0.0248858
16.775,-0.024687003
16.7875,-0.024689
16.8,-0.024452711
16.8125,-0.024545474
16.825,-0.024542962
16.8375,-0.024548824
16.85,-0.024539419
16.8625,-0.024437315
16.875,-0.024713544
16.8875,-0.024664263
16.9,-0.024773002
16.9125,-0.024667871
16.925,-0.024834522
16.9375,-0.024768622
16.95,-0.024923356
16.9625,-0.02463083
16.975,-0.025034415
16.9875,-0.025000659
17,-0.02520345
17.0125,-0.024951829
17.025,-0.025161513
17.0375,-0.024773969
17.05,-0.024842188
17.0625,-0.024410517
17.075,-0.024680432
17.0875,-0.024483503
17.1,-0.024499222
17.1125,-0.024134739
17.125,-0.02431595
17.1375,-0.024018012
17.15,-0.024215198
17.1625,-0.02419001
17.175,-0.024257715
17.1875,-0.024250629
17.2,-0.024274206
17.2125,-0.024339398
17.225,-0.024417989
17.2375,-0.024528597
17.25,-0.024371801
17.2625,-0.024632054
17.275,-0.024538131
17.2875,-0.024919813
17.3,-0.024716185
17.3125,-0.024873689
17.325,-0.024548116
17.3375,-0.024845087
17.35,-0.024409486
17.3625,-0.024668901
17.375,-0.024436349
17.3875,-0.024867312
17.4,-0.024572273
17.4125,-0.024854041
17.425,-0.024579552
17.4375,-0.024892049
17.45,-0.024551594
17.4625,-0.024886058
17.475,-0.024627287
17.4875,-0.02480547
17.5,-0.024445239
17.5125,-0.024492651
17.525,-0.024408584
17.5375,-0.024737765
17.55,-0.024794389
17.5625,-0.024799221
17.575,-0.024713866
17.5875,-0.024647836
17.6,-0.024689
17.6125,-0.02452267
17.625,-0.024762373
17.6375,-0.024301971
17.65,-0.02432587
17.6625,-0.023902058
17.675,-0.024449233
17.6875,-0.024183182
17.7,-0.024757413
17.7125,-0.024473261
17.725,-0.024860999
17.7375,-0.024472745
17.75,-0.024716636
17.7625,-0.024319686
17.775,-0.024537744
17.7875,-0.023971888
17.8,-0.024093575
17.8125,-0.02362847
17.825,-0.023871716
17.8375,-0.023664738
17.85,-0.023912687
17.8625,-0.023576871
17.875,-0.023852777
17.8875,-0.023855225
17.9,-0.023952433
17.9125,-0.023834933
17.925,-0.023770707
17.9375,-0.023796346
17.95,-0.023857737
17.9625,-0.023970342
17.975,-0.02364786
17.9875,-0.023895873
18,-0.023806911
18.0125,-0.024087584
18.025,-0.023842857
18.0375,-0.024056341
18.05,-0.023732314
18.0625,-0.023961838
18.075,-0.023489776
18.0875,-0.023845369
18.1,-0.023524111
18.1125,-0.024023745
18.125,-0.023550652
18.1375,-0.024141761
18.15,-0.02391842
18.1625,-0.024342684
18.175,-0.023838669
18.1875,-0.023812129
18.2,-0.02324318
18.2125,-0.023356493
18.225,-0.023242923
18.2375,-0.023639164
18.25,-0.023737016
18.2625,-0.024076118
18.275,-0.024024389
18.2875,-0.024122371
18.3,-0.024115478
18.3125,-0.024089775
18.325,-0.024328576
18.3375,-0.024352282
18.35,-0.024659689
18.3625,-0.02442572
18.375,-0.024616271
18.3875,-0.024342361
18.4,-0.024563447
18.4125,-0.024210238
18.425,-0.024395056
18.4375,-0.024023423
18.45,-0.02442121
18.4625,-0.024200575
18.475,-0.024611246
18.4875,-0.024336693
18.5,-0.024679337
18.5125,-0.02433418
18.525,-0.024346484
18.5375,-0.023949792
18.55,-0.024061237
18.5625,-0.023721556
18.575,-0.024057629
18.5875,-0.023947666
18.6,-0.024333021
18.6125,-0.024263706
18.625,-0.024400016
18.6375,-0.024353248
18.65,-0.02458696
18.6625,-0.024841673
18.675,-0.025113908
18.6875,-0.025683178
18.7,-0.026090628
18.7125,-0.026746285
18.725,-0.027150192
18.7375,-0.028082914
18.75,-0.028807757
18.7625,-0.030100002
18.775,-0.030891002
18.7875,-0.032402658
18.8,-0.033273539
18.8125,-0.034535313
18.825,-0.035197927
18.8375,-0.036569665
18.85,-0.037218299
18.8625,-0.038104125
18.875,-0.03830756
18.8875,-0.039087932
18.9,-0.038954778
18.9125,-0.03931037
18.925,-0.03877653
18.9375,-0.038625983
18.95,-0.037820359
18.9625,-0.037360408
18.975,-0.036545959
18.9875,-0.036178191
19,-0.035507009
19.0125,-0.035050085
19.025,-0.034329559
19.0375,-0.033580753
19.05,-0.032816035
19.0625,-0.03215851
19.075,-0.031617906
19.0875,-0.03112858
19.1,-0.030832381
19.1125,-0.030251644
19.125,-0.029994934
19.1375,-0.02939835
19.15,-0.029231891
19.1625,-0.028414286
19.175,-0.028416476
19.1875,-0.027932947
19.2,-0.028033441
19.2125,-0.027464556
19.225,-0.027587081
19.2375,-0.027079524
19.25,-0.027255775
19.2625,-0.026595673
19.275,-0.026700805
19.2875,-0.026202717
19.3,-0.026298057
19.3125,-0.025862199
19.325,-0.026063637
19.3375,-0.025834241
19.35,-0.026103963
19.3625,-0.0260494
19.375,-0.026056035
19.3875,-0.025985174
19.4,-0.025985754
19.4125,-0.02579224
19.425,-0.025861297
19.4375,-0.026026338
19.45,-0.025941692
19.4625,-0.026069177
19.475,-0.025793464
19.4875,-0.025772849
19.5,-0.025373774
19.5125,-0.025354319
19.525,-0.025053676
19.5375,-0.025196815
19.55,-0.024777254
19.5625,-0.024988419
19.575,-0.024509013
19.5875,-0.024862223
19.6,-0.024541674
19.6125,-0.024831624
19.625,-0.024569245
19.6375,-0.024981011
19.65,-0.024589988
19.6625,-0.024863898
19.675,-0.024515262
19.6875,-0.02466349
19.7,-0.024324582
19.7125,-0.024536005
19.725,-0.024093962
19.7375,-0.024173648
19.75,-0.023691021
19.7625,-0.023801822
19.775,-0.023671695
19.7875,-0.023682904
19.8,-0.023685417
19.8125,-0.023696432
19.825,-0.023872876
19.8375,-0.023795766
19.85,-0.023979683
19.8625,-0.023592782
19.875,-0.023622286
19.8875,-0.023266822
19.9,-0.023545627
19.9125,-0.023268883
19.925,-0.023443394
19.9375,-0.023116339
19.95,-0.023470644
19.9625,-0.023159307
19.975,-0.023647474
19.9875,-0.023294393
20,-0.023648182
20.0125,-0.023290593
20.025,-0.023721362
20.0375,-0.023434891
20.05,-0.023737918
20.0625,-0.023388445
20.075,-0.023564953
20.0875,-0.023319066
20.1,-0.023477859
20.1125,-0.023186234
20.125,-0.023531906
20.1375,-0.023386512
20.15,-0.023409639
20.1625,-0.023299869
20.175,-0.023261668
20.1875,-0.0232837
20.2,-0.023155892
20.2125,-0.023336523
20.225,-0.023247432
20.2375,-0.023595681
20.25,-0.02343109
20.2625,-0.02356753
20.275,-0.023091216
20.2875,-0.023160724
20.3,-0.022647111
20.3125,-0.022876829
20.325,-0.022506291
20.3375,-0.022792569
20.35,-0.0223446
20.3625,-0.02290176
20.375,-0.022818401
20.3875,-0.023448612
20.4,-0.023249687
20.4125,-0.023526108
20.425,-0.023173543
20.4375,-0.023364159
20.45,-0.022925015
20.4625,-0.023190614
20.475,-0.02298428
20.4875,-0.023236481
20.5,-0.022825938
20.5125,-0.022914386
20.525,-0.022939316
20.5375,-0.023048442
20.55,-0.023025702
20.5625,-0.023058813
20.575,-0.023024027
20.5875,-0.022833798
20.6,-0.022882047
20.6125,-0.022684023
20.625,-0.022905174
20.6375,-0.02270876
20.65,-0.023062292
20.6625,-0.022915803
20.675,-0.02319332
20.6875,-0.022542946
20.7,-0.022759265
20.7125,-0.022318574
20.725,-0.022562787
20.7375,-0.022222204
20.75,-0.022693106
20.7625,-0.02258018
20.775,-0.022892676
20.7875,-0.022544234
20.8,-0.022998775
20.8125,-0.022714816
20.825,-0.022965534
20.8375,-0.022661026
20.85,-0.02293938
20.8625,-0.02269884
20.875,-0.02277202
20.8875,-0.022618638
20.9,-0.022779814
20.9125,-0.022953681
20.925,-0.023222566
20.9375,-0.023260058
20.95,-0.02317058
20.9625,-0.023341806
20.975,-0.023208587
20.9875,-0.023305473
21,-0.023061583
21.0125,-0.023510648
21.025,-0.023345349
21.0375,-0.023393792
21.05,-0.022910907
21.0625,-0.023239766
21.075,-0.022863044
21.0875,-0.023239508
21.1,-0.022790121
21.1125,-0.023046187
21.125,-0.022917542
21.1375,-0.023378589
21.15,-0.023176571
21.1625,-0.023470708
21.175,-0.023179534
21.1875,-0.023390571
21.2,-0.023200921
21.2125,-0.023298387
21.225,-0.023050954
21.2375,-0.023048184
21.25,-0.022780652
21.2625,-0.022924371
21.275,-0.022805196
21.2875,-0.022778784
21.3,-0.022877409
21.3125,-0.022878311
21.325,-0.023028987
21.3375,-0.022945565
21.35,-0.0230525
21.3625,-0.022693106
21.375,-0.022753016
21.3875,-0.022487223
21.4,-0.022644148
21.4125,-0.022204424
21.425,-0.022497466
21.4375,-0.022229419
21.45,-0.022428602
21.4625,-0.021966718
21.475,-0.022558728
21.4875,-0.022547004
21.5,-0.022942859
21.5125,-0.022612067
21.525,-0.023003284
21.5375,-0.022845006
21.55,-0.022917027
21.5625,-0.022673781
21.575,-0.022783551
21.5875,-0.022451406
21.6,-0.022588104
21.6125,-0.022619153
21.625,-0.022833347
21.6375,-0.022685247
21.65,-0.022609297
21.6625,-0.022507644
21.675,-0.022451278
21.6875,-0.022464548
21.7,-0.022313679
21.7125,-0.022630169
21.725,-0.022483616
21.7375,-0.022793858
21.75,-0.022783422
21.7625,-0.022974231
21.775,-0.022738071
21.7875,-0.02277975
21.8,-0.02251196
21.8125,-0.022740583
21.825,-0.022325532
21.8375,-0.022625789
21.85,-0.022534571
21.8625,-0.0228939
21.875,-0.022544685
21.8875,-0.022803521
21.9,-0.022554606
21.9125,-0.022773179
21.925,-0.02258295
21.9375,-0.022747927
21.95,-0.022695361
21.9625,-0.022845522
21.975,-0.022632424
21.9875,-0.022796499
22,-0.022495598
22.0125,-0.022487996
22.025,-0.022476723
22.0375,-0.022536504
22.05,-0.022555894
22.0625,-0.022626497
22.075,-0.022712948
22.0875,-0.02264447
22.1,-0.022662765
22.1125,-0.022624178
22.125,-0.022790637
22.1375,-0.02273704
22.15,-0.023108802
22.1625,-0.022877216
22.175,-0.023059522
22.1875,-0.022613549
22.2,-0.022667661
22.2125,-0.022364054
22.225,-0.022546811
22.2375,-0.022324437
22.25,-0.022710177
22.2625,-0.022442517
22.275,-0.02270496
22.2875,-0.022505583
22.3,-0.022885848
22.3125,-0.022587459
22.325,-0.022711144
22.3375,-0.022561885
22.35,-0.022706699
22.3625,-0.022517178
22.375,-0.022411273
22.3875,-0.022394847
22.4,-0.022508739
22.4125,-0.02240277
22.425,-0.022265493
22.4375,-0.022064184
22.45,-0.02191544
22.4625,-0.022094461
22.475,-0.021918597
22.4875,-0.022081899
22.5,-0.02188555
22.5125,-0.022262723
22.525,-0.022098326
22.5375,-0.022248164
22.55,-0.021924459
22.5625,-0.022358643
22.575,-0.022268714
22.5875,-0.022714494
22.6,-0.022495211
22.6125,-0.022717521
22.625,-0.022262337
22.6375,-0.02243105
22.65,-0.022198304
22.6625,-0.022583272
22.675,-0.022200108
22.6875,-0.022316577
22.7,-0.022274576
22.7125,-0.022641442
22.725,-0.022414752
22.7375,-0.02241327
22.75,-0.022229225
22.7625,-0.022374297
22.775,-0.022335259
22.7875,-0.022260082
22.8,-0.022209578
22.8125,-0.022146833
22.825,-0.022201976
22.8375,-0.022273803
22.85,-0.022566974
22.8625,-0.022452824
22.875,-0.022731436
22.8875,-0.02272873
22.9,-0.02275759
22.9125,-0.022514988
22.925,-0.022612325
22.9375,-0.022299249
22.95,-0.022552544
22.9625,-0.022283853
22.975,-0.022713785
22.9875,-0.022658127
23,-0.023002318
23.0125,-0.022627463
23.025,-0.022775498
23.0375,-0.022388984
23.05,-0.022378999
23.0625,-0.022334679
23.075,-0.022727571
23.0875,-0.022824392
23.1,-0.02287786
23.1125,-0.022857568
23.125,-0.022639896
23.1375,-0.022324372
23.15,-0.022183423
23.1625,-0.022070497
23.175,-0.022015097
23.1875,-0.022207709
23.2,-0.022218016
23.2125,-0.022436783
23.225,-0.022559501
23.2375,-0.022874897
23.25,-0.022526841
23.2625,-0.022508159
23.275,-0.022215762
23.2875,-0.022651685
23.3,-0.02263558
23.3125,-0.022805324
23.325,-0.022582886
23.3375,-0.022714429
23.35,-0.022199657
23.3625,-0.022106958
23.375,-0.021863454
23.3875,-0.022142066
23.4,-0.021945911
23.4125,-0.022195599
23.425,-0.022058579
23.4375,-0.022243784
23.45,-0.022212992
23.4625,-0.022075522
23.475,-0.022025597
23.4875,-0.022109599
23.5,-0.022153984
23.5125,-0.021969424
23.525,-0.021835754
23.5375,-0.02171484
23.55,-0.021778486
23.5625,-0.021843613
23.575,-0.021940242
23.5875,-0.022080675
23.6,-0.022133756
23.6125,-0.021926456
23.625,-0.022195985
23.6375,-0.022165966
23.65,-0.022438136
23.6625,-0.022284948
23.675,-0.022415461
23.6875,-0.02232521
23.7,-0.022547262
23.7125,-0.022283337
23.725,-0.022410114
23.7375,-0.022124738
23.75,-0.022221817
23.7625,-0.021956282
23.775,-0.022302276
23.7875,-0.022177046
23.8,-0.022353039
23.8125,-0.022420356
23.825,-0.022596864
23.8375,-0.022508353
23.85,-0.02239839
23.8625,-0.022347177
23.875,-0.022367275
23.8875,-0.022361091
23.9,-0.02222987
23.9125,-0.0222997
23.925,-0.022258021
23.9375,-0.022307494
23.95,-0.022185871
23.9625,-0.022271677
23.975,-0.022225102
23.9875,-0.022470281
24,-0.022328431
24.0125,-0.022386923
24.025,-0.022225167
24.0375,-0.022379128
24.05,-0.022255702
24.0625,-0.02231574
24.075,-0.022143612
24.0875,-0.022223685
24.1,-0.021827315
24.1125,-0.021881298
24.125,-0.021881363
24.1375,-0.021920079
24.15,-0.021794462
24.1625,-0.022155015
24.175,-0.022322504
24.1875,-0.022495727
24.2,-0.022329268
24.2125,-0.022497724
24.225,-0.022571032
24.2375,-0.022544492
24.25,-0.02234067
24.2625,-0.022287718
24.275,-0.022215697
24.2875,-0.022257505
24.3,-0.022454821
24.3125,-0.0225347
24.325,-0.022502684
24.3375,-0.022323277
24.35,-0.022379773
24.3625,-0.022325918
24.375,-0.02227142
24.3875,-0.022240434
24.4,-0.022341379
24.4125,-0.022296157
24.425,-0.022421258
24.4375,-0.022378226
24.45,-0.022381447
24.4625,-0.022325467
24.475,-0.022338029
24.4875,-0.022236698
24.5,-0.022217372
24.5125,-0.022155466
24.525,-0.022278892
24.5375,-0.022115719
24.55,-0.022238115
24.5625,-0.02214052
24.575,-0.02209955
24.5875,-0.021705563
24.6,-0.021713809
24.6125,-0.021575437
24.625,-0.021725855
24.6375,-0.021650421
24.65,-0.021937407
24.6625,-0.022030879
24.675,-0.022239275
24.6875,-0.022409599
24.7,-0.022724736
24.7125,-0.022519175
24.725,-0.022437299
24.7375,-0.022300537
24.75,-0.022252674
24.7625,-0.022214795
24.775,-0.022348529
24.7875,-0.022530577
24.8,-0.022709018
24.8125,-0.022706957
24.825,-0.022667661
24.8375,-0.02255744
24.85,-0.022478011
24.8625,-0.022480331
24.875,-0.022161457
24.8875,-0.022406764
24.9,-0.022367082
24.9125,-0.022645952
24.925,-0.022419906
24.9375,-0.022294675
24.95,-0.022088728
24.9625,-0.02200144
24.975,-0.022018382
24.9875,-0.02221821
25,-0.022055487
25.0125,-0.022263367
25.025,-0.022032168
25.0375,-0.022179172
25.05,-0.021914539
25.0625,-0.021951902
25.075,-0.021663369
25.0875,-0.021680247
25.1,-0.02164224
25.1125,-0.021718254
25.125,-0.021700345
25.1375,-0.02167986
25.15,-0.021582652
25.1625,-0.021668136
25.175,-0.021695836
25.1875,-0.021600367
25.2,-0.02177855
25.2125,-0.021708076
25.225,-0.021791756
25.2375,-0.021612349
25.25,-0.021637859
25.2625,-0.021575373
25.275,-0.021558624
25.2875,-0.021324139
25.3,-0.0215402
25.3125,-0.021365753
25.325,-0.021404791
25.3375,-0.021448983
25.35,-0.021769403
25.3625,-0.021838395
25.375,-0.021906035
25.3875,-0.021744408
25.4,-0.021814238
25.4125,-0.021681986
25.425,-0.021817266
25.4375,-0.021809278
25.45,-0.0218889
25.4625,-0.021696996
25.475,-0.02168263
25.4875,-0.021532598
25.5,-0.021534144
25.5125,-0.021593088
25.525,-0.021708591
25.5375,-0.022004081
25.55,-0.022032941
25.5625,-0.022193086
25.575,-0.022148637
25.5875,-0.022250355
25.6,-0.022005756
25.6125,-0.022008461
25.625,-0.021730494
25.6375,-0.021739448
25.65,-0.021483382
25.6625,-0.02163438
25.675,-0.021620015
25.6875,-0.021903459
25.7,-0.02164997
25.7125,-0.022027143
25.725,-0.02184735
25.7375,-0.022097424
25.75,-0.02209182
25.7625,-0.02249927
25.775,-0.022450698
25.7875,-0.02258076
25.8,-0.022407473
25.8125,-0.022278635
25.825,-0.022271098
25.8375,-0.022157591
25.85,-0.02214387
25.8625,-0.022001375
25.875,-0.022064377
25.8875,-0.022138008
25.9,-0.022113207
25.9125,-0.022151665
25.925,-0.022301568
25.9375,-0.022307494
25.95,-0.022226262
25.9625,-0.021952481
25.975,-0.022167061
25.9875,-0.021941852
26,-0.022097682
26.0125,-0.022016707
26.025,-0.022196372
26.0375,-0.022067727
26.05,-0.022121066
26.0625,-0.021954285
26.075,-0.02188059
26.0875,-0.021636184
26.1,-0.021683661
26.1125,-0.021573504
26.125,-0.021833822
26.1375,-0.021881943
26.15,-0.022052331
26.1625,-0.021883811
26.175,-0.021997253
26.1875,-0.02201529
26.2,-0.021852954
26.2125,-0.021752589
26.225,-0.021712778
26.2375,-0.021656927
26.25,-0.021751043
26.2625,-0.021849282
26.275,-0.021817073
26.2875,-0.021877369
26.3,-0.021769531
26.3125,-0.021767792
26.325,-0.021737386
26.3375,-0.021887354
26.35,-0.02192053
26.3625,-0.022071463
26.375,-0.0219682
26.3875,-0.022073653
26.4,-0.021945073
26.4125,-0.021889673
26.425,-0.021778357
26.4375,-0.021824739
26.45,-0.021898756
26.4625,-0.022084089
26.475,-0.022040671
26.4875,-0.02213614
26.5,-0.021985786
26.5125,-0.022076746
26.525,-0.021977862
26.5375,-0.021918983
26.55,-0.021969359
26.5625,-0.022187417
26.575,-0.022105799
26.5875,-0.022109728
26.6,-0.022123063
26.6125,-0.022118489
26.625,-0.022040091
26.6375,-0.0220303
26.65,-0.022030428
26.6625,-0.022116557
26.675,-0.022203458
26.6875,-0.022202749
26.7,-0.02209736
26.7125,-0.021857785
26.725,-0.021635153
26.7375,-0.021616343
26.75,-0.021741251
26.7625,-0.021723085
26.775,-0.021735583
26.7875,-0.021814689
26.8,-0.021929097
26.8125,-0.021805284
26.825,-0.021992163
26.8375,-0.021900238
26.85,-0.021996802
26.8625,-0.022031266
26.875,-0.022210415
26.8875,-0.022295835
26.9,-0.022349431
26.9125,-0.022291068
26.925,-0.022274963
26.9375,-0.022140714
26.95,-0.022088534
26.9625,-0.021964657
26.975,-0.022123514
26.9875,-0.021874212
27,-0.022122998
27.0125,-0.022126928
27.025,-0.02213672
27.0375,-0.021947328
27.05,-0.021860749
27.0625,-0.021743699
27.075,-0.0217265
27.0875,-0.02195712
27.1,-0.022189801
27.1125,-0.022162036
27.125,-0.022151729
27.1375,-0.022040993
27.15,-0.022012069
27.1625,-0.021971421
27.175,-0.021833113
27.1875,-0.021864743
27.2,-0.021748209
27.2125,-0.021860491
27.225,-0.021633543
27.2375,-0.021793044
27.25,-0.021735196
27.2625,-0.021963561
27.275,-0.021823257
27.2875,-0.022179558
27.3,-0.022076488
27.3125,-0.022224716
27.325,-0.021976252
27.3375,-0.022039383
27.35,-0.021917695
27.3625,-0.022227035
27.375,-0.02212944
27.3875,-0.022152502
27.4,-0.021800517
27.4125,-0.021899078
27.425,-0.021791692
27.4375,-0.021913766
27.45,-0.021918082
27.4625,-0.022190896
27.475,-0.022267104
27.4875,-0.022411595
27.5,-0.022457204
27.5125,-0.022356131
27.525,-0.022258343
27.5375,-0.021995062
27.55,-0.021907066
27.5625,-0.021721346
27.575,-0.021947843
27.5875,-0.021969681
27.6,-0.022224523
27.6125,-0.022097102
27.625,-0.022275994
27.6375,-0.022082221
27.65,-0.022219176
27.6625,-0.022061414
27.675,-0.022349882
27.6875,-0.022114882
27.7,-0.022381576
27.7125,-0.022174985
27.725,-0.022242496
27.7375,-0.02185392
27.75,-0.021965623
27.7625,-0.021781256
27.775,-0.021751365
27.7875,-0.021507668
27.8,-0.021432234
27.8125,-0.021098479
27.825,-0.021179003
27.8375,-0.021325105
27.85,-0.021591284
27.8625,-0.021858494
27.875,-0.022097038
27.8875,-0.022152245
27.9,-0.022115268
27.9125,-0.022142131
27.925,-0.021740285
27.9375,-0.021894311
27.95,-0.021690489
27.9625,-0.021928002
27.975,-0.021492079
27.9875,-0.021864421
28,-0.021718834
28.0125,-0.021999636
28.025,-0.021793109
28.0375,-0.022210737
28.05,-0.021911446
28.0625,-0.022360125
28.075,-0.021966782
28.0875,-0.022022698
28.1,-0.02165274
28.1125,-0.021841487
28.125,-0.02160565
28.1375,-0.021639534
28.15,-0.021674385
28.1625,-0.021625297
28.175,-0.021436936
28.1875,-0.021577885
28.2,-0.021651258
28.2125,-0.021693775
28.225,-0.021835496
28.2375,-0.02187608
28.25,-0.022084025
28.2625,-0.021966654
28.275,-0.022277024
28.2875,-0.021937987
28.3,-0.02207462
28.3125,-0.02203191
28.325,-0.02238396
28.3375,-0.022098906
28.35,-0.022230127
28.3625,-0.02185392
28.375,-0.021966009
28.3875,-0.021591477
28.4,-0.021878593
28.4125,-0.021706723
28.425,-0.022010587
28.4375,-0.021857592
28.45,-0.0222376
28.4625,-0.022089114
28.475,-0.022340284
28.4875,-0.022242882
28.5,-0.022233799
28.5125,-0.021980826
28.525,-0.022067018
28.5375,-0.022119262
28.55,-0.022158107
28.5625,-0.022052073
28.575,-0.022014452
28.5875,-0.02207404
28.6,-0.021779452
28.6125,-0.021943205
28.625,-0.021893925
28.6375,-0.022276573
28.65,-0.021964463
28.6625,-0.022137815
28.675,-0.022117587
28.6875,-0.022439424
28.7,-0.022167576
28.7125,-0.022381705
28.725,-0.021979602
28.7375,-0.021996157
28.75,-0.021569382
28.7625,-0.021965687
28.775,-0.021796716
28.7875,-0.022000731
28.8,-0.021962337
28.8125,-0.022230965
28.825,-0.022038932
28.8375,-0.021881685
28.85,-0.02150799
28.8625,-0.021414647
28.875,-0.021206187
28.8875,-0.021352869
28.9,-0.021307325
28.9125,-0.021407883
28.925,-0.02148525
28.9375,-0.021517073
28.95,-0.021718447
28.9625,-0.021818232
28.975,-0.021884584
28.9875,-0.021710008
29,-0.02201748
29.0125,-0.021950162
29.025,-0.02211179
29.0375,-0.022090918
29.05,-0.022284239
29.0625,-0.021859654
29.075,-0.022092528
29.0875,-0.021922591
29.1,-0.022123707
29.1125,-0.02180348
29.125,-0.022071334
29.1375,-0.0220236
29.15,-0.022173245
29.1625,-0.021807217
29.175,-0.021947392
29.1875,-0.021983918
29.2,-0.02208119
29.2125,-0.021979859
29.225,-0.02223264
29.2375,-0.022272644
29.25,-0.022247134
29.2625,-0.022193795
29.275,-0.022256217
29.2875,-0.02226646
29.3,-0.022330685
29.3125,-0.0222548
29.325,-0.022131244
29.3375,-0.022224265
29.35,-0.022334808
29.3625,-0.022633326
29.375,-0.0227487
29.3875,-0.02290556
29.4,-0.022731822
29.4125,-0.022873544
29.425,-0.022621601
29.4375,-0.022720807
29.45,-0.022631393
29.4625,-0.02274986
29.475,-0.022582563
29.4875,-0.022700837
29.5,-0.022252803
29.5125,-0.022409019
29.525,-0.02211456
29.5375,-0.022412175
29.55,-0.02231297
29.5625,-0.022672299
29.575,-0.022643311
29.5875,-0.022720291
29.6,-0.022430148
29.6125,-0.022393236
29.625,-0.022294611
29.6375,-0.02229081
29.65,-0.022338738
29.6625,-0.022501267
29.675,-0.022574125
29.6875,-0.022538823
29.7,-0.022243784
29.7125,-0.022162616
29.725,-0.022132726
29.7375,-0.022156174
29.75,-0.022210351
29.7625,-0.02209562
29.775,-0.022304531
29.7875,-0.022087246
29.8,-0.022119842
29.8125,-0.021894891
29.825,-0.022000087
29.8375,-0.021896308
29.85,-0.022149346
29.8625,-0.021898434
29.875,-0.021991004
29.8875,-0.021924524
29.9,-0.021964914
29.9125,-0.021461673
29.925,-0.021360922
29.9375,-0.021268481
29.95,-0.021515141
29.9625,-0.021447565
29.975,-0.021668007
29.9875,-0.021618662
30,-0.021897918
30.0125,-0.021870476
30.025,-0.021950613
30.0375,-0.021873633
30.05,-0.021792593
30.0625,-0.021898047
30.075,-0.021790532
30.0875,-0.021860491
30.1,-0.021998863
30.1125,-0.022162358
30.125,-0.022043505
30.1375,-0.022170604
30.15,-0.022098906
30.1625,-0.022399485
30.175,-0.022123321
30.1875,-0.022210028
30.2,-0.02188059
30.2125,-0.022163003
30.225,-0.02190887
30.2375,-0.02217215
30.25,-0.021930386
30.2625,-0.022106249
30.275,-0.021874663
30.2875,-0.022123063
30.3,-0.021896115
30.3125,-0.022126799
30.325,-0.021845353
30.3375,-0.022104059
30.35,-0.021975028
30.3625,-0.022236505
30.375,-0.022171635
30.3875,-0.022118747
30.4,-0.021944365
30.4125,-0.022002342
30.425,-0.022003372
30.4375,-0.021966396
30.45,-0.021941144
30.4625,-0.021963304
30.475,-0.022015676
30.4875,-0.021956604
30.5,-0.022109921
