Time (ms),Iteration 1,Iteration 2,AVG
1.6,0.023484104,0.021595536,0.02253982
1.6125,0.022831862,0.022045923,0.022438893
1.625,0.022102317,0.021188823,0.02164557
1.6375,0.02126648,0.021385355,0.021325918
1.65,0.021662657,0.02092132,0.021291989
1.6625,0.021169852,0.020752084,0.020960968
1.675,0.020738245,0.02085308,0.020795662
1.6875,0.020263154,0.021106934,0.020685044
1.7,0.019878251,0.02149727,0.02068776
1.7125,0.019515894,0.020844891,0.020180392
1.725,0.019169642,0.020809406,0.019989524
1.7375,0.019427318,0.019668425,0.019547872
1.75,0.019084287,0.019649318,0.019366802
1.7625,0.019440202,0.018710329,0.019075265
1.775,0.018797622,0.018238105,0.018517864
1.7875,0.019474022,0.017498378,0.0184862
1.8,0.019474022,0.01798698,0.018730501
1.8125,0.019134211,0.016974291,0.018054251
1.825,0.017987553,0.017430138,0.017708846
1.8375,0.01801171,0.016597604,0.017304657
1.85,0.017779802,0.017946036,0.017862919
1.8625,0.017510853,0.016867836,0.017189345
1.875,0.016845726,0.017239064,0.017042395
1.8875,0.016232136,0.016059869,0.016146002
1.9,0.015982512,0.017209039,0.016595775
1.9125,0.016198316,0.016245483,0.016221899
1.925,0.016929471,0.016622171,0.016775821
1.9375,0.016758761,0.015527594,0.016143177
1.95,0.016391573,0.015000777,0.015696175
1.9625,0.016636365,0.014711438,0.015673901
1.975,0.016679848,0.015546701,0.016113274
1.9875,0.017143664,0.015074477,0.016109071
2,0.017008384,0.016641278,0.016824831
2.0125,0.017290218,0.015988899,0.016639558
2.025,0.017016437,0.016496608,0.016756522
2.0375,0.016554231,0.016018925,0.016286578
2.05,0.016338427,0.016062599,0.016200513
2.0625,0.016623481,0.016417449,0.016520465
2.075,0.016216031,0.016436557,0.016326294
2.0875,0.015558957,0.017621211,0.016590084
2.1,0.014568515,0.016837811,0.015703163
2.1125,0.015085477,0.017228146,0.016156812
2.125,0.016481759,0.015688641,0.0160852
2.1375,0.016312659,0.015743234,0.016027946
2.15,0.016787749,0.013966252,0.015377001
2.1625,0.016254682,0.015393842,0.015824262
2.175,0.016135507,0.014987129,0.015561318
2.1875,0.015781203,0.014681412,0.015231307
2.2,0.01600989,0.014250132,0.015130011
2.2125,0.015803749,0.014089085,0.014946417
2.225,0.016054983,0.013297495,0.014676239
2.2375,0.015595998,0.014632279,0.015114138
2.25,0.015557347,0.01383523,0.014696288
2.2625,0.015388247,0.015396572,0.015392409
2.275,0.014829412,0.014847919,0.014838665
2.2875,0.014623271,0.015956144,0.015289707
2.3,0.01424642,0.015079936,0.014663178
2.3125,0.013790656,0.015088125,0.01443939
2.325,0.013882453,0.013513135,0.013697794
2.3375,0.013766498,0.013780638,0.013773568
2.35,0.014243199,0.012918078,0.013580639
2.3625,0.0138744,0.013496757,0.013685579
2.375,0.014689301,0.013330251,0.014009776
2.3875,0.014136908,0.013671453,0.01390418
2.4,0.014330165,0.013251092,0.013790628
2.4125,0.013816423,0.013567728,0.013692075
2.425,0.013763277,0.014029033,0.013896155
2.4375,0.01261984,0.013605942,0.013112891
2.45,0.012743847,0.013215607,0.012979727
2.4625,0.013046616,0.013109151,0.013077884
2.475,0.013524927,0.012754301,0.013139614
2.4875,0.013826086,0.013248362,0.013537224
2.5,0.013714963,0.014386613,0.014050788
2.5125,0.014096646,0.014075436,0.014086041
2.525,0.013665038,0.014894322,0.01427968
2.5375,0.013877621,0.014730545,0.014304083
2.55,0.013286577,0.015202769,0.014244673
2.5625,0.013146465,0.014796056,0.013971261
2.575,0.013131971,0.014422098,0.013777035
2.5875,0.013367101,0.013242903,0.013305002
2.6,0.013352606,0.013564998,0.013458802
2.6125,0.013138413,0.013554079,0.013346246
2.625,0.012906505,0.014648656,0.013777581
2.6375,0.013001523,0.015208228,0.014104875
2.65,0.012565084,0.015202769,0.013883926
2.6625,0.012574747,0.01512634,0.013850543
2.675,0.012756731,0.01455039,0.01365356
2.6875,0.013149686,0.013892552,0.013521119
2.7,0.013122308,0.013098233,0.013110271
2.7125,0.013389647,0.012636927,0.013013287
2.725,0.013057889,0.012604172,0.012831031
2.7375,0.013956534,0.01233394,0.013145237
2.75,0.013858295,0.012953563,0.013405929
2.7625,0.014781098,0.013734234,0.014257666
2.775,0.014278629,0.014072707,0.014175668
2.7875,0.01421421,0.01369602,0.013955115
2.8,0.01373751,0.013971711,0.01385461
2.8125,0.013347775,0.014490339,0.013919057
2.825,0.013048226,0.014241943,0.013645085
2.8375,0.013220547,0.013245633,0.01323309
2.85,0.013685975,0.013098233,0.013392104
2.8625,0.013990354,0.013573187,0.013781771
2.875,0.014560462,0.0138325,0.014196481
2.8875,0.01400807,0.014457583,0.014232826
2.9,0.014067657,0.014394802,0.014231229
2.9125,0.013734289,0.014113651,0.01392397
2.925,0.014916377,0.013518594,0.014217486
2.9375,0.014570125,0.012896241,0.013733183
2.95,0.015091919,0.013005426,0.014048673
2.9625,0.014175559,0.012885323,0.013530441
2.975,0.014040279,0.013384843,0.013712561
2.9875,0.013235042,0.01347765,0.013356346
3,0.013007965,0.01419554,0.013601752
3.0125,0.012929051,0.013788826,0.013358939
3.025,0.012956429,0.013851608,0.013404019
3.0375,0.012819539,0.013554079,0.013186809
3.05,0.013452456,0.013657805,0.01355513
3.0625,0.013215716,0.012634198,0.012924957
3.075,0.013417025,0.012770679,0.013093852
3.0875,0.013508822,0.012724275,0.013116549
3.1,0.013529759,0.012806164,0.013167961
3.1125,0.012834033,0.012140137,0.012487085
3.125,0.013156128,0.013114611,0.01313537
3.1375,0.013486276,0.013297495,0.013391885
3.15,0.013843801,0.013919848,0.013881825
3.1625,0.013639271,0.013024533,0.013331902
3.175,0.0132286,0.013816123,0.013522361
3.1875,0.013521706,0.013887093,0.0137044
3.2,0.013151297,0.014018115,0.013584706
3.2125,0.013452456,0.013431246,0.013441851
3.225,0.012400815,0.01262055,0.012510683
3.2375,0.012519991,0.012710627,0.012615309
3.25,0.012046511,0.012639657,0.012343084
3.2625,0.012759951,0.013390302,0.013075127
3.275,0.013188338,0.01361959,0.013403964
3.2875,0.014320502,0.013797015,0.014058759
3.3,0.014191664,0.012585065,0.013388364
3.3125,0.015349595,0.012538661,0.013944128
3.325,0.013924325,0.012211107,0.013067716
3.3375,0.013156128,0.013098233,0.013127181
3.35,0.012808266,0.012151055,0.012479661
3.3625,0.013083657,0.013584105,0.013333881
3.375,0.012405647,0.013177392,0.01279152
3.3875,0.012481339,0.013936226,0.013208783
3.4,0.012218832,0.012552309,0.012385571
3.4125,0.011766288,0.013387573,0.012576931
3.425,0.012268757,0.012372154,0.012320456
3.4375,0.012602125,0.013911659,0.013256892
3.45,0.01285819,0.013316602,0.013087396
3.4625,0.012819539,0.014321102,0.013570321
3.475,0.012560253,0.013024533,0.012792393
3.4875,0.01234928,0.013286577,0.012817929
3.5,0.012631113,0.012194729,0.012412921
3.5125,0.012623061,0.013491298,0.01305718
3.525,0.013656986,0.013081855,0.013369421
3.5375,0.014070878,0.013720586,0.013895732
3.55,0.014673196,0.013496757,0.014084977
3.5625,0.013877621,0.013851608,0.013864615
3.575,0.014194885,0.013728775,0.01396183
3.5875,0.012850138,0.014200999,0.013525569
3.6,0.012705195,0.014274699,0.013489947
3.6125,0.011634229,0.013704208,0.012669219
3.625,0.012903284,0.014572227,0.013737755
3.6375,0.012851749,0.014198269,0.013525009
3.65,0.013557137,0.014875215,0.014216176
3.6625,0.013293019,0.013777908,0.013535463
3.675,0.014120803,0.014236484,0.014178643
3.6875,0.013494328,0.013027263,0.013260796
3.7,0.013695637,0.013614131,0.013654884
3.7125,0.01329785,0.013161014,0.013229432
3.725,0.013400921,0.013848878,0.013624899
3.7375,0.013782603,0.013747882,0.013765243
3.75,0.01360384,0.014400261,0.014002051
3.7625,0.013626387,0.012107381,0.012866884
3.775,0.013223768,0.012855297,0.013039533
3.7875,0.01407571,0.011176581,0.012626146
3.8,0.013668259,0.012385803,0.013027031
3.8125,0.013700469,0.011528702,0.012614586
3.825,0.013412194,0.012151055,0.012781625
3.8375,0.013937209,0.011394951,0.01266608
3.85,0.013869569,0.013281118,0.013575343
3.8625,0.014476718,0.013079126,0.013777922
3.875,0.013574852,0.014132758,0.013853805
3.8875,0.013656986,0.012959022,0.013308004
3.9,0.012951598,0.012418558,0.012685078
3.9125,0.013537811,0.01183169,0.01268475
3.925,0.01228164,0.012350318,0.012315979
3.9375,0.012373438,0.012077356,0.012225397
3.95,0.011589136,0.012164703,0.01187692
3.9625,0.012486171,0.012249322,0.012367746
3.975,0.012300966,0.012901701,0.012601333
3.9875,0.013111035,0.012934456,0.013022745
4,0.012969313,0.012814353,0.012891833
4.0125,0.014526643,0.013341169,0.013933906
4.025,0.013780993,0.013016344,0.013398668
4.0375,0.014014512,0.013769719,0.013892115
4.05,0.01380676,0.013395761,0.013601261
4.0625,0.013927546,0.013559539,0.013743542
4.075,0.014048331,0.012030952,0.013039642
4.0875,0.013315565,0.012148326,0.012731946
4.1,0.01343313,0.009940064,0.011686597
4.1125,0.013140024,0.011263929,0.012201977
4.125,0.013681143,0.010581525,0.012131334
4.1375,0.012368606,0.013313873,0.01284124
4.15,0.012405647,0.013453083,0.012929365
4.1625,0.011774341,0.014100003,0.012937172
4.175,0.012478118,0.012746112,0.012612115
4.1875,0.011598799,0.01405087,0.012824835
4.2,0.012953209,0.012751571,0.01285239
4.2125,0.01180494,0.013772449,0.012788694
4.225,0.012462014,0.013357547,0.01290978
4.2375,0.011793666,0.014364776,0.013079221
4.25,0.012573136,0.014542201,0.013557669
4.2625,0.012186622,0.014659575,0.013423099
4.275,0.012433025,0.013717857,0.013075441
4.2875,0.012893621,0.013999007,0.013446314
4.3,0.013830917,0.013032722,0.01343182
4.3125,0.013758446,0.012803434,0.01328094
4.325,0.014499265,0.01305183,0.013775547
4.3375,0.014230315,0.013611401,0.013920858
4.35,0.013996796,0.01354589,0.013771343
4.3625,0.013098151,0.014225566,0.013661858
4.375,0.01248456,0.01505264,0.0137686
4.3875,0.012445909,0.013428517,0.012937213
4.4,0.012941935,0.013128259,0.013035097
4.4125,0.013697248,0.012585065,0.013141156
4.425,0.013080436,0.013526783,0.01330361
4.4375,0.013648934,0.013687831,0.013668382
4.45,0.012780888,0.013472191,0.013126539
4.4625,0.013789045,0.013155555,0.0134723
4.475,0.012768004,0.012989048,0.012878526
4.4875,0.013484665,0.012587794,0.01303623
4.5,0.012829202,0.01340668,0.013117941
4.5125,0.013239873,0.013515865,0.013377869
4.525,0.012929051,0.013384843,0.013156947
4.5375,0.013571631,0.012724275,0.013147953
4.55,0.01343152,0.013166474,0.013298997
4.5625,0.01417878,0.013226525,0.013702653
4.575,0.013687585,0.013851608,0.013769596
4.5875,0.013492718,0.013734234,0.013613476
4.6,0.013020848,0.013496757,0.013258803
4.6125,0.013033732,0.01355135,0.013292541
4.625,0.012869464,0.013185581,0.013027522
4.6375,0.012975755,0.013611401,0.013293578
4.65,0.013486276,0.013881634,0.013683955
4.6625,0.014056384,0.014433017,0.0142447
4.675,0.014035448,0.014755111,0.014395279
4.6875,0.013776161,0.014741463,0.014258812
4.7,0.013756835,0.0129754,0.013366118
4.7125,0.013304292,0.01254958,0.012926936
4.725,0.013798708,0.012276618,0.013037663
4.7375,0.013526538,0.01247588,0.013001209
4.75,0.013392868,0.012647846,0.013020357
4.7625,0.013070773,0.012909889,0.012990331
4.775,0.013518485,0.013210147,0.013364316
4.7875,0.013682754,0.012574146,0.01312845
4.8,0.013855074,0.012211107,0.013033091
4.8125,0.012478118,0.011703398,0.012090758
4.825,0.012714858,0.011837149,0.012276004
4.8375,0.012096436,0.012598713,0.012347574
4.85,0.013067552,0.013341169,0.013204361
4.8625,0.012418531,0.012680601,0.012549566
4.875,0.01340092,0.012942645,0.013171783
4.8875,0.012292914,0.01311734,0.012705127
4.9,0.012771225,0.012950834,0.012861029
4.9125,0.012389542,0.013319332,0.012854437
4.925,0.0125522,0.013884363,0.013218282
4.9375,0.012784109,0.012879864,0.012831986
4.95,0.013201222,0.01369329,0.013447256
4.9625,0.013692417,0.012514095,0.013103256
4.975,0.013384816,0.01240491,0.012894863
4.9875,0.013623166,0.011515054,0.01256911
5,0.013140024,0.012486799,0.012813411
5.0125,0.013417025,0.012601442,0.013009234
5.025,0.01309493,0.012735194,0.012915062
5.0375,0.014090204,0.012598713,0.013344458
5.05,0.013218937,0.013324791,0.013271864
5.0625,0.01363605,0.013128259,0.013382154
5.075,0.012545758,0.013944415,0.013245087
5.0875,0.012661712,0.014026303,0.013344008
5.1,0.011866138,0.014086355,0.012976247
5.1125,0.012156023,0.013371195,0.012763609
5.125,0.01214314,0.012328481,0.01223581
5.1375,0.013048227,0.011943604,0.012495915
5.15,0.012413699,0.011839879,0.012126789
5.1625,0.013305903,0.012664224,0.012985063
5.175,0.013325228,0.01326474,0.013294984
5.1875,0.013922714,0.014255591,0.014089153
5.2,0.013909831,0.014113651,0.014011741
5.2125,0.013721405,0.015112692,0.014417048
5.225,0.012819539,0.015090855,0.013955197
5.2375,0.012643997,0.01605441,0.014349204
5.25,0.011991755,0.014973481,0.013482618
5.2625,0.011643892,0.015145447,0.01339467
5.275,0.012160855,0.013537702,0.012849278
5.2875,0.012880737,0.014031763,0.01345625
5.3,0.013673091,0.011949064,0.012811077
5.3125,0.01404189,0.012372154,0.013207022
5.325,0.014497654,0.011654265,0.013075959
5.3375,0.013402531,0.013090044,0.013246288
5.35,0.013131971,0.012912619,0.013022295
5.3625,0.012302576,0.013952604,0.01312759
5.375,0.013090099,0.013079126,0.013084612
5.3875,0.012466845,0.0139799,0.013223372
5.4,0.013937209,0.013338439,0.013637824
5.4125,0.014019343,0.013747882,0.013883613
5.425,0.014631323,0.012432206,0.013531765
5.4375,0.013442793,0.013646886,0.01354484
5.45,0.013888894,0.013930767,0.013909831
5.4625,0.013260809,0.014558579,0.013909694
5.475,0.013607061,0.013731505,0.013669283
5.4875,0.013584515,0.013903471,0.013743993
5.5,0.013845412,0.01347492,0.013660166
5.5125,0.013576462,0.012920808,0.013248635
5.525,0.013876011,0.01254958,0.013212795
5.5375,0.013073994,0.012066437,0.012570216
5.55,0.012437856,0.012443125,0.01244049
5.5625,0.012325123,0.012525013,0.012425068
5.575,0.012164076,0.013887093,0.013025584
5.5875,0.012331565,0.012918078,0.012624822
5.6,0.012787329,0.013554079,0.013170704
5.6125,0.013046616,0.011951793,0.012499205
5.625,0.012539316,0.012374884,0.0124571
5.6375,0.012809876,0.011749801,0.012279839
5.65,0.013487886,0.012175622,0.012831754
5.6625,0.014136907,0.011146556,0.012641732
5.675,0.013655376,0.011804394,0.012729885
5.6875,0.013521706,0.010999156,0.012260431
5.7,0.012743847,0.012377614,0.01256073
5.7125,0.013795487,0.011373114,0.012584301
5.725,0.012743847,0.012901701,0.012822774
5.7375,0.013655376,0.011946334,0.012800855
5.75,0.013370322,0.013341169,0.013355745
5.7625,0.014016122,0.012923537,0.01346983
5.775,0.013484665,0.014034492,0.013759579
5.7875,0.014056384,0.013292036,0.01367421
5.8,0.013392868,0.013944415,0.013668641
5.8125,0.013616724,0.013360276,0.0134885
5.825,0.013053058,0.013742423,0.013397741
5.8375,0.013210884,0.014056329,0.013633607
5.85,0.013379984,0.014468502,0.013924243
5.8625,0.013661818,0.014531283,0.01409655
5.875,0.01400968,0.015099043,0.014554362
5.8875,0.013473392,0.014151866,0.013812629
5.9,0.013347775,0.013070937,0.013209356
5.9125,0.012297745,0.012860756,0.012579251
5.925,0.012842086,0.012484069,0.012663077
5.9375,0.012803434,0.012642387,0.01272291
5.95,0.013539422,0.013076396,0.013307909
5.9625,0.012859801,0.014236484,0.013548142
5.975,0.013193169,0.01426651,0.01372984
5.9875,0.013388037,0.015442976,0.014415506
6,0.01346695,0.014675953,0.014071451
6.0125,0.012795382,0.014785137,0.01379026
6.025,0.012780888,0.013240173,0.01301053
6.0375,0.012602125,0.013704208,0.013153167
6.05,0.013322007,0.013464002,0.013393005
6.0625,0.013312344,0.014340209,0.013826277
6.075,0.013157739,0.012437665,0.012797702
6.0875,0.013064331,0.012522284,0.012793307
6.1,0.013764888,0.011659724,0.012712306
6.1125,0.013632829,0.010930916,0.012281872
6.125,0.014064436,0.010748031,0.012406234
6.1375,0.014594283,0.012082815,0.013338549
6.15,0.015328659,0.011826231,0.013577445
6.1625,0.014301176,0.013395761,0.013848469
6.175,0.014000017,0.01419008,0.014095049
6.1875,0.013283356,0.015298306,0.014290831
6.2,0.013325228,0.01497894,0.014152084
6.2125,0.013376763,0.015017155,0.014196959
6.225,0.013716574,0.014045411,0.013880992
6.2375,0.013550695,0.013985359,0.013768027
6.25,0.012510328,0.013431246,0.012970787
6.2625,0.01204329,0.013166474,0.012604882
6.275,0.011608462,0.012601442,0.012104952
6.2875,0.011650334,0.012516824,0.012083579
6.3,0.012130256,0.012945374,0.012537815
6.3125,0.012069058,0.013169203,0.01261913
6.325,0.012486171,0.013712397,0.013099284
6.3375,0.013114256,0.013731504,0.01342288
6.35,0.013613503,0.013515865,0.013564684
6.3625,0.013961366,0.012287536,0.013124451
6.375,0.013946872,0.012999967,0.013473419
6.3875,0.014182001,0.011837149,0.013009575
6.4,0.014810086,0.011708857,0.013259472
6.4125,0.013803539,0.012022763,0.012913151
6.425,0.012598904,0.013038181,0.012818543
6.4375,0.012961261,0.012202918,0.01258209
6.45,0.013085267,0.011894471,0.012489869
6.4625,0.013589346,0.011588754,0.01258905
6.475,0.013650544,0.012609631,0.013130088
6.4875,0.013347775,0.012953563,0.013150669
6.5,0.013085267,0.013087314,0.013086291
6.5125,0.013326839,0.012268429,0.012797634
6.525,0.013400921,0.012279347,0.012840134
6.5375,0.013473392,0.012410369,0.012941881
6.55,0.013452456,0.013373924,0.01341319
6.5625,0.013122308,0.013338439,0.013230374
6.575,0.013090099,0.013272929,0.013181514
6.5875,0.012499055,0.013215607,0.012857331
6.6,0.012988639,0.013054559,0.013021599
6.6125,0.012713248,0.013029992,0.01287162
6.625,0.012589241,0.012653305,0.012621273
6.6375,0.012441078,0.013223796,0.012832437
6.65,0.013169012,0.013114611,0.013141811
6.6625,0.013317176,0.012634198,0.012975687
6.675,0.014099867,0.011804394,0.01295213
6.6875,0.013623166,0.011523243,0.012573205
6.7,0.013333281,0.012216566,0.012774923
6.7125,0.013521706,0.013027263,0.013274485
6.725,0.014496044,0.013201959,0.013849001
6.7375,0.014930872,0.013559539,0.014245205
6.75,0.014574957,0.013210147,0.013892552
6.7625,0.014359153,0.0129017,0.013630427
6.775,0.01363766,0.012961752,0.013299706
6.7875,0.013990354,0.012519554,0.013254954
6.8,0.013967808,0.012374884,0.013171346
6.8125,0.013357438,0.012680601,0.01301902
6.825,0.013260809,0.013294765,0.013277787
6.8375,0.013102983,0.013442165,0.013272574
6.85,0.013048227,0.014558579,0.013803403
6.8625,0.013178675,0.013641427,0.013410051
6.875,0.013328449,0.013281117,0.013304783
6.8875,0.013125529,0.01233121,0.01272837
6.9,0.013389647,0.012702438,0.013046043
6.9125,0.013017628,0.012429476,0.012723552
6.925,0.012600514,0.013267469,0.012933992
6.9375,0.012341228,0.012997237,0.012669233
6.95,0.013507212,0.014116381,0.013811796
6.9625,0.014238367,0.013100963,0.013669665
6.975,0.014122413,0.013256551,0.013689482
6.9875,0.01495825,0.013712397,0.014335323
7,0.014425183,0.014179162,0.014302172
7.0125,0.014291513,0.013917118,0.014104316
7.025,0.014199716,0.014135488,0.014167602
7.0375,0.013565189,0.014318372,0.013941781
7.05,0.012974145,0.014301995,0.01363807
7.0625,0.012650439,0.013292036,0.012971237
7.075,0.012338007,0.012942645,0.012640326
7.0875,0.012671375,0.012656035,0.012663705
7.1,0.012747068,0.012426747,0.012586907
7.1125,0.012597294,0.013496757,0.013047025
7.125,0.012639166,0.012519554,0.01257936
7.1375,0.012970924,0.013297495,0.013134209
7.15,0.012998302,0.012890782,0.012944542
7.1625,0.012800213,0.012797975,0.012799094
7.175,0.013483055,0.01218927,0.012836162
7.1875,0.013235042,0.01318831,0.013211676
7.2,0.013310734,0.01140041,0.012355572
7.2125,0.013541032,0.012789786,0.013165409
7.225,0.013246315,0.011954523,0.012600419
7.2375,0.013338112,0.012939915,0.013139014
7.25,0.012705195,0.012009115,0.012357155
7.2625,0.012980587,0.012328481,0.012654534
7.275,0.012373437,0.010772598,0.011573018
7.2875,0.012573136,0.012481339,0.012527238
7.3,0.012238158,0.011785286,0.012011722
7.3125,0.012447519,0.013147366,0.012797443
7.325,0.012106099,0.011984549,0.012045324
7.3375,0.012138308,0.013035452,0.01258688
7.35,0.012695533,0.013125529,0.012910531
7.3625,0.012930662,0.013878904,0.013404783
7.375,0.013070773,0.013234714,0.013152744
7.3875,0.01299347,0.013275658,0.013134564
7.4,0.013362269,0.012396721,0.012879495
7.4125,0.013391258,0.012290266,0.012840762
7.425,0.013413804,0.011280307,0.012347056
7.4375,0.012500665,0.011449543,0.011975104
7.45,0.013036953,0.011848068,0.012442511
7.4625,0.012268757,0.011820771,0.012044764
7.475,0.012241379,0.012178352,0.012209865
7.4875,0.0115682,0.012582335,0.012075268
7.5,0.012711637,0.013545891,0.013128764
7.5125,0.01333167,0.013305684,0.013318677
7.525,0.013723015,0.014815163,0.014269089
7.5375,0.013724626,0.013848878,0.013786752
7.55,0.013487886,0.014916159,0.014202023
7.5625,0.013273693,0.013360277,0.013316985
7.575,0.013618335,0.014569497,0.014093916
7.5875,0.013238262,0.013436706,0.013337484
7.6,0.013982302,0.014301995,0.014142148
7.6125,0.014135297,0.013024533,0.013579915
7.625,0.014136908,0.013753341,0.013945125
7.6375,0.0133977,0.012828001,0.01311285
7.65,0.012875906,0.013600483,0.013238194
7.6625,0.012547369,0.012863486,0.012705427
7.675,0.012780888,0.014588605,0.013684746
7.6875,0.012635945,0.013534972,0.013085458
7.7,0.012693922,0.014132758,0.01341334
